element_id,unit_id,seam_id,lithology,unit_type,layer_order,x,y,z,elevation,thickness,confidence,fault_influence,uncertainty,risk_value,ash,sulfur,calorific_value,gas_content,water_content,coal_quality_index,porosity,permeability,water_bearing_index,grain_size_index,strength_index,roof_stability_index,clay_content,softening_index,floor_heave_risk,carbonate_purity,karst_water_risk,fracture_index,weathering_index,loose_layer_water_risk
GU_12_CELL_32_38,GU_12,GU_12,coal,coal,12,104,-93.842,56,-93.842,2.169,1,0,0.086,0.31,9.51,0.76,31.18,15.19,3.11,0.847,,,,,,,,,,,,,,
GU_12_CELL_32_39,GU_12,GU_12,coal,coal,12,112,-94.659,56,-94.659,2.171,1,0,0.082,0.31,9.58,0.74,31.16,15.15,3.16,0.846,,,,,,,,,,,,,,
GU_12_CELL_32_40,GU_12,GU_12,coal,coal,12,120,-95.541,56,-95.541,2.173,1,0,0.08,0.311,9.71,0.72,31.11,15.12,3.24,0.844,,,,,,,,,,,,,,
GU_12_CELL_32_41,GU_12,GU_12,coal,coal,12,128,-96.413,56,-96.413,2.174,1,0,0.081,0.312,9.9,0.71,31.03,15.09,3.37,0.84,,,,,,,,,,,,,,
GU_12_CELL_32_42,GU_12,GU_12,coal,coal,12,136,-97.211,56,-97.211,2.175,1,0,0.083,0.314,10.15,0.7,30.93,15.06,3.54,0.835,,,,,,,,,,,,,,
GU_12_CELL_32_43,GU_12,GU_12,coal,coal,12,144,-97.907,56,-97.907,2.176,1,0,0.088,0.316,10.44,0.7,30.8,15.03,3.74,0.83,,,,,,,,,,,,,,
GU_12_CELL_32_44,GU_12,GU_12,coal,coal,12,152,-98.502,56,-98.502,2.176,1,0,0.095,0.319,10.78,0.7,30.65,15,3.96,0.823,,,,,,,,,,,,,,
GU_12_CELL_32_45,GU_12,GU_12,coal,coal,12,160,-99.049,56,-99.049,2.176,1,0,0.104,0.322,11.15,0.7,30.48,14.96,4.22,0.815,,,,,,,,,,,,,,
GU_12_CELL_32_46,GU_12,GU_12,coal,coal,12,168,-99.553,56,-99.553,2.177,1,0,0.113,0.325,11.55,0.7,30.29,14.93,4.49,0.807,,,,,,,,,,,,,,
GU_12_CELL_32_47,GU_12,GU_12,coal,coal,12,176,-100.022,56,-100.022,2.177,1,0,0.123,0.329,11.98,0.71,30.1,14.9,4.78,0.798,,,,,,,,,,,,,,
GU_12_CELL_32_48,GU_12,GU_12,coal,coal,12,184,-100.448,56,-100.448,2.177,1,0,0.133,0.333,12.43,0.72,29.89,14.86,5.08,0.789,,,,,,,,,,,,,,
GU_12_CELL_32_49,GU_12,GU_12,coal,coal,12,192,-100.802,56,-100.802,2.177,1,0,0.142,0.336,12.87,0.73,29.68,14.83,5.38,0.78,,,,,,,,,,,,,,
GU_12_CELL_32_50,GU_12,GU_12,coal,coal,12,200,-101.04,56,-101.04,2.178,1,0,0.149,0.34,13.32,0.74,29.48,14.8,5.69,0.77,,,,,,,,,,,,,,
GU_12_CELL_33_0,GU_12,GU_12,coal,coal,12,-200,-81.186,64,-81.186,2.153,1,0,0.154,0.347,11.54,1.51,29.86,16.19,4.48,0.795,,,,,,,,,,,,,,
GU_12_CELL_33_1,GU_12,GU_12,coal,coal,12,-192,-80.481,64,-80.481,2.15,1,0,0.158,0.351,11.96,1.54,29.64,16.19,4.77,0.786,,,,,,,,,,,,,,
GU_12_CELL_33_2,GU_12,GU_12,coal,coal,12,-184,-79.883,64,-79.883,2.147,1,0,0.16,0.356,12.4,1.58,29.43,16.18,5.07,0.776,,,,,,,,,,,,,,
GU_12_CELL_33_3,GU_12,GU_12,coal,coal,12,-176,-79.421,64,-79.421,2.145,1,0,0.159,0.36,12.85,1.61,29.21,16.18,5.37,0.767,,,,,,,,,,,,,,
GU_12_CELL_33_4,GU_12,GU_12,coal,coal,12,-168,-79.086,64,-79.086,2.144,1,0,0.156,0.364,13.3,1.64,28.99,16.17,5.67,0.757,,,,,,,,,,,,,,
GU_12_CELL_33_5,GU_12,GU_12,coal,coal,12,-160,-78.872,64,-78.872,2.143,1,0,0.151,0.368,13.74,1.67,28.77,16.17,5.97,0.748,,,,,,,,,,,,,,
GU_12_CELL_33_6,GU_12,GU_12,coal,coal,12,-152,-78.754,64,-78.754,2.143,1,0,0.144,0.372,14.15,1.7,28.57,16.17,6.25,0.739,,,,,,,,,,,,,,
GU_12_CELL_33_7,GU_12,GU_12,coal,coal,12,-144,-78.755,64,-78.755,2.143,1,0,0.135,0.376,14.54,1.72,28.38,16.16,6.51,0.731,,,,,,,,,,,,,,
GU_12_CELL_33_8,GU_12,GU_12,coal,coal,12,-136,-73.109,64,-73.109,2.14,1,0,0.125,0.376,14.9,1.75,28.21,15.98,6.76,0.723,,,,,,,,,,,,,,
GU_12_CELL_33_9,GU_12,GU_12,coal,coal,12,-128,-63.318,64,-63.318,2.05,1,0,0.116,0.374,15.22,1.76,28.06,15.66,6.97,0.716,,,,,,,,,,,,,,
GU_12_CELL_33_10,GU_12,GU_12,coal,coal,12,-120,-56.604,64,-56.604,1.821,1,0,0.106,0.37,15.79,1.77,27.78,15.26,7.19,0.7,,,,,,,,,,,,,,
GU_12_CELL_33_11,GU_12,GU_12,coal,coal,12,-112,-53.734,64,-53.734,1.485,1,0,0.097,0.351,18.26,1.78,26.58,13.86,7.58,0.621,,,,,,,,,,,,,,
GU_12_CELL_33_12,GU_12,GU_12,coal,coal,12,-104,-53.04,64,-53.04,1.123,1,0,0.09,0.331,20.85,1.79,25.33,12.42,7.96,0.537,,,,,,,,,,,,,,
GU_12_CELL_33_13,GU_12,GU_12,coal,coal,12,-96,-53.655,64,-53.655,0.826,1,0,0.084,0.315,22.93,1.78,24.32,11.28,8.25,0.469,,,,,,,,,,,,,,
GU_12_CELL_33_14,GU_12,GU_12,coal,coal,12,-88,-56.476,64,-56.476,0.652,1,0,0.081,0.307,24.14,1.78,23.74,10.67,8.41,0.43,,,,,,,,,,,,,,
GU_12_CELL_33_15,GU_12,GU_12,coal,coal,12,-80,-63.041,64,-63.041,0.617,1,0,0.08,0.308,24.35,1.76,23.64,10.72,8.42,0.422,,,,,,,,,,,,,,
GU_12_CELL_33_16,GU_12,GU_12,coal,coal,12,-72,-72.971,64,-72.971,0.732,1,0,0.082,0.319,23.49,1.75,24.06,11.45,8.28,0.45,,,,,,,,,,,,,,
GU_12_CELL_33_17,GU_12,GU_12,coal,coal,12,-64,-81.322,64,-81.322,1.013,1,0,0.085,0.337,21.47,1.72,25.06,12.77,7.97,0.516,,,,,,,,,,,,,,
GU_12_CELL_33_18,GU_12,GU_12,coal,coal,12,-56,-83.293,64,-83.293,1.437,1,0,0.091,0.36,18.43,1.69,26.54,14.43,7.52,0.615,,,,,,,,,,,,,,
GU_12_CELL_33_19,GU_12,GU_12,coal,coal,12,-48,-84.884,64,-84.884,1.881,1,0,0.099,0.382,15.29,1.66,28.08,16.11,7.02,0.716,,,,,,,,,,,,,,
GU_12_CELL_33_20,GU_12,GU_12,coal,coal,12,-40,-86.141,64,-86.141,2.128,1,0,0.108,0.379,14.99,1.63,28.23,16.11,6.82,0.723,,,,,,,,,,,,,,
GU_12_CELL_33_21,GU_12,GU_12,coal,coal,12,-32,-86.943,64,-86.943,2.133,1,0,0.118,0.376,14.64,1.59,28.41,16.09,6.58,0.731,,,,,,,,,,,,,,
GU_12_CELL_33_22,GU_12,GU_12,coal,coal,12,-24,-87.583,64,-87.583,2.131,1,0,0.128,0.372,14.26,1.54,28.61,16.07,6.32,0.739,,,,,,,,,,,,,,
GU_12_CELL_33_23,GU_12,GU_12,coal,coal,12,-16,-88.099,64,-88.099,2.13,1,0,0.137,0.367,13.85,1.5,28.82,16.04,6.04,0.748,,,,,,,,,,,,,,
GU_12_CELL_33_24,GU_12,GU_12,coal,coal,12,-8,-88.529,64,-88.529,2.129,1,0,0.145,0.362,13.42,1.45,29.04,16.01,5.75,0.758,,,,,,,,,,,,,,
GU_12_CELL_33_25,GU_12,GU_12,coal,coal,12,0,-88.892,64,-88.892,2.128,1,0,0.152,0.357,12.97,1.4,29.27,15.97,5.45,0.767,,,,,,,,,,,,,,
GU_12_CELL_33_26,GU_12,GU_12,coal,coal,12,8,-89.191,64,-89.191,2.129,1,0,0.157,0.352,12.52,1.35,29.5,15.93,5.15,0.777,,,,,,,,,,,,,,
GU_12_CELL_33_27,GU_12,GU_12,coal,coal,12,16,-89.442,64,-89.442,2.13,1,0,0.16,0.347,12.08,1.3,29.73,15.89,4.85,0.787,,,,,,,,,,,,,,
GU_12_CELL_33_28,GU_12,GU_12,coal,coal,12,24,-89.682,64,-89.682,2.132,1,0,0.16,0.342,11.65,1.24,29.95,15.84,4.55,0.797,,,,,,,,,,,,,,
GU_12_CELL_33_29,GU_12,GU_12,coal,coal,12,32,-89.968,64,-89.968,2.135,0.992,0.014,0.167,0.344,11.38,1.21,30.1,15.76,4.31,0.803,,,,,,,,,,,,,,
GU_12_CELL_33_30,GU_12,GU_12,coal,coal,12,40,-90.344,64,-90.344,2.138,0.828,0.296,0.359,0.465,13.82,1.51,29.05,15.1,4.76,0.755,,,,,,,,,,,,,,
GU_12_CELL_33_31,GU_12,GU_12,coal,coal,12,48,-90.825,64,-90.825,2.142,0.583,0.719,0.646,0.651,17.7,2,27.36,14.13,5.58,0.678,,,,,,,,,,,,,,
GU_12_CELL_33_32,GU_12,GU_12,coal,coal,12,56,-91.359,64,-91.359,2.146,0.426,0.99,0.826,0.768,20.1,2.29,26.32,13.49,6.05,0.63,,,,,,,,,,,,,,
GU_12_CELL_33_33,GU_12,GU_12,coal,coal,12,64,-91.801,64,-91.801,2.151,0.42,1,0.824,0.769,19.95,2.26,26.41,13.42,5.91,0.634,,,,,,,,,,,,,,
GU_12_CELL_33_34,GU_12,GU_12,coal,coal,12,72,-91.982,64,-91.982,2.156,0.426,0.99,0.807,0.762,19.65,2.21,26.57,13.39,5.74,0.64,,,,,,,,,,,,,,
GU_12_CELL_33_35,GU_12,GU_12,coal,coal,12,80,-92.166,64,-92.166,2.16,0.583,0.719,0.609,0.638,16.8,1.83,27.85,13.93,4.97,0.698,,,,,,,,,,,,,,
GU_12_CELL_33_36,GU_12,GU_12,coal,coal,12,88,-92.456,64,-92.456,2.164,0.828,0.296,0.306,0.448,12.48,1.27,29.79,14.81,3.86,0.786,,,,,,,,,,,,,,
GU_12_CELL_33_37,GU_12,GU_12,coal,coal,12,96,-92.895,64,-92.895,2.168,0.992,0.014,0.102,0.32,9.64,0.89,31.06,15.39,3.14,0.843,,,,,,,,,,,,,,
GU_12_CELL_33_38,GU_12,GU_12,coal,coal,12,104,-93.475,64,-93.475,2.171,1,0,0.086,0.314,9.54,0.85,31.12,15.38,3.13,0.845,,,,,,,,,,,,,,
GU_12_CELL_33_39,GU_12,GU_12,coal,coal,12,112,-94.202,64,-94.202,2.174,1,0,0.082,0.314,9.64,0.83,31.09,15.34,3.2,0.844,,,,,,,,,,,,,,
GU_12_CELL_33_40,GU_12,GU_12,coal,coal,12,120,-95.08,64,-95.08,2.176,1,0,0.08,0.315,9.8,0.82,31.02,15.31,3.3,0.841,,,,,,,,,,,,,,
GU_12_CELL_33_41,GU_12,GU_12,coal,coal,12,128,-96.02,64,-96.02,2.178,1,0,0.081,0.317,10.02,0.8,30.93,15.28,3.45,0.837,,,,,,,,,,,,,,
GU_12_CELL_33_42,GU_12,GU_12,coal,coal,12,136,-96.909,64,-96.909,2.179,1,0,0.084,0.319,10.29,0.8,30.81,15.25,3.63,0.831,,,,,,,,,,,,,,
GU_12_CELL_33_43,GU_12,GU_12,coal,coal,12,144,-97.698,64,-97.698,2.179,1,0,0.089,0.321,10.6,0.79,30.67,15.21,3.85,0.825,,,,,,,,,,,,,,
GU_12_CELL_33_44,GU_12,GU_12,coal,coal,12,152,-98.384,64,-98.384,2.179,1,0,0.096,0.324,10.96,0.79,30.51,15.18,4.09,0.818,,,,,,,,,,,,,,
GU_12_CELL_33_45,GU_12,GU_12,coal,coal,12,160,-99.003,64,-99.003,2.178,1,0,0.105,0.327,11.35,0.79,30.34,15.14,4.35,0.81,,,,,,,,,,,,,,
GU_12_CELL_33_46,GU_12,GU_12,coal,coal,12,168,-99.56,64,-99.56,2.178,1,0,0.115,0.331,11.77,0.79,30.15,15.1,4.63,0.801,,,,,,,,,,,,,,
GU_12_CELL_33_47,GU_12,GU_12,coal,coal,12,176,-100.067,64,-100.067,2.177,1,0,0.124,0.334,12.2,0.8,29.95,15.07,4.93,0.792,,,,,,,,,,,,,,
GU_12_CELL_33_48,GU_12,GU_12,coal,coal,12,184,-100.533,64,-100.533,2.177,1,0,0.134,0.338,12.65,0.8,29.74,15.03,5.23,0.783,,,,,,,,,,,,,,
GU_12_CELL_33_49,GU_12,GU_12,coal,coal,12,192,-100.943,64,-100.943,2.177,1,0,0.143,0.341,13.1,0.81,29.54,14.99,5.54,0.774,,,,,,,,,,,,,,
GU_12_CELL_33_50,GU_12,GU_12,coal,coal,12,200,-101.264,64,-101.264,2.177,1,0,0.15,0.345,13.54,0.82,29.33,14.95,5.83,0.765,,,,,,,,,,,,,,
GU_12_CELL_34_0,GU_12,GU_12,coal,coal,12,-200,-79.993,72,-79.993,2.152,1,0,0.156,0.347,11.75,1.49,29.77,16.08,4.62,0.791,,,,,,,,,,,,,,
GU_12_CELL_34_1,GU_12,GU_12,coal,coal,12,-192,-79.317,72,-79.317,2.149,1,0,0.159,0.352,12.18,1.53,29.55,16.09,4.92,0.782,,,,,,,,,,,,,,
GU_12_CELL_34_2,GU_12,GU_12,coal,coal,12,-184,-78.696,72,-78.696,2.147,1,0,0.16,0.356,12.63,1.57,29.33,16.09,5.22,0.772,,,,,,,,,,,,,,
GU_12_CELL_34_3,GU_12,GU_12,coal,coal,12,-176,-78.194,72,-78.194,2.145,1,0,0.159,0.36,13.08,1.61,29.11,16.09,5.52,0.762,,,,,,,,,,,,,,
GU_12_CELL_34_4,GU_12,GU_12,coal,coal,12,-168,-77.876,72,-77.876,2.144,1,0,0.155,0.365,13.52,1.64,28.89,16.1,5.82,0.753,,,,,,,,,,,,,,
GU_12_CELL_34_5,GU_12,GU_12,coal,coal,12,-160,-77.684,72,-77.684,2.144,1,0,0.149,0.369,13.95,1.68,28.68,16.11,6.11,0.743,,,,,,,,,,,,,,
GU_12_CELL_34_6,GU_12,GU_12,coal,coal,12,-152,-77.581,72,-77.581,2.144,1,0,0.141,0.373,14.35,1.71,28.48,16.11,6.38,0.735,,,,,,,,,,,,,,
GU_12_CELL_34_7,GU_12,GU_12,coal,coal,12,-144,-77.599,72,-77.599,2.145,1,0,0.132,0.377,14.73,1.73,28.29,16.12,6.64,0.727,,,,,,,,,,,,,,
GU_12_CELL_34_8,GU_12,GU_12,coal,coal,12,-136,-76.005,72,-76.005,2.147,1,0,0.123,0.379,15.06,1.76,28.13,16.08,6.87,0.72,,,,,,,,,,,,,,
GU_12_CELL_34_9,GU_12,GU_12,coal,coal,12,-128,-65.222,72,-65.222,2.148,1,0,0.113,0.376,15.36,1.78,27.98,15.74,7.06,0.713,,,,,,,,,,,,,,
GU_12_CELL_34_10,GU_12,GU_12,coal,coal,12,-120,-56.277,72,-56.277,2.082,1,0,0.103,0.374,15.6,1.79,27.86,15.45,7.23,0.708,,,,,,,,,,,,,,
GU_12_CELL_34_11,GU_12,GU_12,coal,coal,12,-112,-52.823,72,-52.823,1.875,1,0,0.095,0.374,15.79,1.8,27.77,15.34,7.36,0.704,,,,,,,,,,,,,,
GU_12_CELL_34_12,GU_12,GU_12,coal,coal,12,-104,-52.263,72,-52.263,1.551,1,0,0.088,0.356,18.04,1.81,26.68,14.09,7.68,0.631,,,,,,,,,,,,,,
GU_12_CELL_34_13,GU_12,GU_12,coal,coal,12,-96,-52.554,72,-52.554,1.193,1,0,0.083,0.337,20.5,1.81,25.49,12.71,8,0.55,,,,,,,,,,,,,,
GU_12_CELL_34_14,GU_12,GU_12,coal,coal,12,-88,-54.27,72,-54.27,0.896,1,0,0.08,0.321,22.5,1.8,24.52,11.61,8.23,0.484,,,,,,,,,,,,,,
GU_12_CELL_34_15,GU_12,GU_12,coal,coal,12,-80,-59.117,72,-59.117,0.721,1,0,0.08,0.313,23.61,1.79,23.98,11.07,8.32,0.446,,,,,,,,,,,,,,
GU_12_CELL_34_16,GU_12,GU_12,coal,coal,12,-72,-67.621,72,-67.621,0.689,1,0,0.082,0.314,23.72,1.78,23.93,11.2,8.27,0.441,,,,,,,,,,,,,,
GU_12_CELL_34_17,GU_12,GU_12,coal,coal,12,-64,-77.288,72,-77.288,0.809,1,0,0.087,0.324,22.74,1.76,24.42,11.95,8.06,0.472,,,,,,,,,,,,,,
GU_12_CELL_34_18,GU_12,GU_12,coal,coal,12,-56,-82.122,72,-82.122,1.092,1,0,0.093,0.34,20.62,1.73,25.45,13.17,7.69,0.54,,,,,,,,,,,,,,
GU_12_CELL_34_19,GU_12,GU_12,coal,coal,12,-48,-83.739,72,-83.739,1.504,1,0,0.102,0.361,17.58,1.7,26.94,14.78,7.19,0.638,,,,,,,,,,,,,,
GU_12_CELL_34_20,GU_12,GU_12,coal,coal,12,-40,-85.354,72,-85.354,1.917,1,0,0.111,0.379,14.82,1.67,28.29,16.2,6.7,0.726,,,,,,,,,,,,,,
GU_12_CELL_34_21,GU_12,GU_12,coal,coal,12,-32,-86.599,72,-86.599,2.129,1,0,0.121,0.376,14.46,1.63,28.47,16.21,6.45,0.734,,,,,,,,,,,,,,
GU_12_CELL_34_22,GU_12,GU_12,coal,coal,12,-24,-87.39,72,-87.39,2.129,1,0,0.13,0.372,14.06,1.59,28.67,16.2,6.19,0.743,,,,,,,,,,,,,,
GU_12_CELL_34_23,GU_12,GU_12,coal,coal,12,-16,-87.989,72,-87.989,2.126,1,0,0.14,0.367,13.64,1.55,28.89,16.18,5.9,0.752,,,,,,,,,,,,,,
GU_12_CELL_34_24,GU_12,GU_12,coal,coal,12,-8,-88.44,72,-88.44,2.124,1,0,0.148,0.363,13.2,1.5,29.11,16.16,5.6,0.761,,,,,,,,,,,,,,
GU_12_CELL_34_25,GU_12,GU_12,coal,coal,12,0,-88.803,72,-88.803,2.123,1,0,0.154,0.358,12.75,1.45,29.34,16.12,5.3,0.771,,,,,,,,,,,,,,
GU_12_CELL_34_26,GU_12,GU_12,coal,coal,12,8,-89.118,72,-89.118,2.123,1,0,0.158,0.353,12.3,1.4,29.57,16.09,5,0.781,,,,,,,,,,,,,,
GU_12_CELL_34_27,GU_12,GU_12,coal,coal,12,16,-89.405,72,-89.405,2.123,1,0,0.16,0.348,11.86,1.36,29.79,16.05,4.7,0.791,,,,,,,,,,,,,,
GU_12_CELL_34_28,GU_12,GU_12,coal,coal,12,24,-89.676,72,-89.676,2.125,1,0,0.159,0.343,11.44,1.31,30.01,16.01,4.41,0.8,,,,,,,,,,,,,,
GU_12_CELL_34_29,GU_12,GU_12,coal,coal,12,32,-89.959,72,-89.959,2.128,1,0,0.156,0.339,11.04,1.26,30.22,15.97,4.14,0.809,,,,,,,,,,,,,,
GU_12_CELL_34_30,GU_12,GU_12,coal,coal,12,40,-90.294,72,-90.294,2.132,0.992,0.014,0.161,0.341,10.82,1.23,30.34,15.9,3.93,0.814,,,,,,,,,,,,,,
GU_12_CELL_34_31,GU_12,GU_12,coal,coal,12,48,-90.71,72,-90.71,2.137,0.828,0.296,0.35,0.463,13.31,1.54,29.26,15.24,4.42,0.765,,,,,,,,,,,,,,
GU_12_CELL_34_32,GU_12,GU_12,coal,coal,12,56,-91.203,72,-91.203,2.142,0.583,0.719,0.635,0.649,17.26,2.03,27.54,14.27,5.29,0.686,,,,,,,,,,,,,,
GU_12_CELL_34_33,GU_12,GU_12,coal,coal,12,64,-91.711,72,-91.711,2.147,0.426,0.99,0.814,0.767,19.74,2.33,26.46,13.64,5.81,0.637,,,,,,,,,,,,,,
GU_12_CELL_34_34,GU_12,GU_12,coal,coal,12,72,-92.082,72,-92.082,2.153,0.42,1,0.811,0.769,19.67,2.3,26.51,13.57,5.72,0.639,,,,,,,,,,,,,,
GU_12_CELL_34_35,GU_12,GU_12,coal,coal,12,80,-92.291,72,-92.291,2.159,0.426,0.99,0.794,0.763,19.46,2.26,26.63,13.54,5.61,0.644,,,,,,,,,,,,,,
GU_12_CELL_34_36,GU_12,GU_12,coal,coal,12,88,-92.55,72,-92.55,2.164,0.583,0.719,0.597,0.64,16.69,1.89,27.87,14.09,4.9,0.7,,,,,,,,,,,,,,
GU_12_CELL_34_37,GU_12,GU_12,coal,coal,12,96,-92.899,72,-92.899,2.169,0.828,0.296,0.296,0.45,12.47,1.34,29.76,14.97,3.85,0.785,,,,,,,,,,,,,,
GU_12_CELL_34_38,GU_12,GU_12,coal,coal,12,104,-93.351,72,-93.351,2.173,0.992,0.014,0.094,0.324,9.72,0.96,30.99,15.54,3.19,0.84,,,,,,,,,,,,,,
GU_12_CELL_34_39,GU_12,GU_12,coal,coal,12,112,-93.985,72,-93.985,2.176,1,0,0.081,0.318,9.71,0.93,31,15.54,3.24,0.841,,,,,,,,,,,,,,
GU_12_CELL_34_40,GU_12,GU_12,coal,coal,12,120,-94.782,72,-94.782,2.179,1,0,0.08,0.319,9.9,0.91,30.92,15.5,3.37,0.837,,,,,,,,,,,,,,
GU_12_CELL_34_41,GU_12,GU_12,coal,coal,12,128,-95.697,72,-95.697,2.18,1,0,0.081,0.321,10.15,0.9,30.82,15.47,3.54,0.832,,,,,,,,,,,,,,
GU_12_CELL_34_42,GU_12,GU_12,coal,coal,12,136,-96.626,72,-96.626,2.181,1,0,0.085,0.324,10.44,0.89,30.69,15.44,3.74,0.827,,,,,,,,,,,,,,
GU_12_CELL_34_43,GU_12,GU_12,coal,coal,12,144,-97.453,72,-97.453,2.181,1,0,0.091,0.326,10.78,0.89,30.54,15.4,3.96,0.82,,,,,,,,,,,,,,
GU_12_CELL_34_44,GU_12,GU_12,coal,coal,12,152,-98.205,72,-98.205,2.181,1,0,0.099,0.329,11.15,0.89,30.37,15.37,4.22,0.812,,,,,,,,,,,,,,
GU_12_CELL_34_45,GU_12,GU_12,coal,coal,12,160,-98.866,72,-98.866,2.18,1,0,0.108,0.332,11.55,0.89,30.19,15.33,4.49,0.804,,,,,,,,,,,,,,
GU_12_CELL_34_46,GU_12,GU_12,coal,coal,12,168,-99.44,72,-99.44,2.18,1,0,0.117,0.336,11.98,0.89,30,15.29,4.78,0.795,,,,,,,,,,,,,,
GU_12_CELL_34_47,GU_12,GU_12,coal,coal,12,176,-99.945,72,-99.945,2.179,1,0,0.127,0.339,12.43,0.89,29.79,15.25,5.08,0.786,,,,,,,,,,,,,,
GU_12_CELL_34_48,GU_12,GU_12,coal,coal,12,184,-100.4,72,-100.4,2.178,1,0,0.137,0.343,12.87,0.9,29.59,15.21,5.38,0.777,,,,,,,,,,,,,,
GU_12_CELL_34_49,GU_12,GU_12,coal,coal,12,192,-100.811,72,-100.811,2.178,1,0,0.145,0.347,13.32,0.9,29.38,15.16,5.69,0.768,,,,,,,,,,,,,,
GU_12_CELL_34_50,GU_12,GU_12,coal,coal,12,200,-101.159,72,-101.159,2.178,1,0,0.152,0.35,13.76,0.91,29.19,15.12,5.98,0.759,,,,,,,,,,,,,,
GU_12_CELL_35_0,GU_12,GU_12,coal,coal,12,-200,-78.752,80,-78.752,2.153,1,0,0.157,0.347,11.96,1.46,29.69,15.94,4.77,0.787,,,,,,,,,,,,,,
GU_12_CELL_35_1,GU_12,GU_12,coal,coal,12,-192,-78.228,80,-78.228,2.15,1,0,0.16,0.352,12.4,1.5,29.47,15.95,5.07,0.777,,,,,,,,,,,,,,
GU_12_CELL_35_2,GU_12,GU_12,coal,coal,12,-184,-77.685,80,-77.685,2.148,1,0,0.16,0.356,12.85,1.54,29.24,15.97,5.37,0.768,,,,,,,,,,,,,,
GU_12_CELL_35_3,GU_12,GU_12,coal,coal,12,-176,-77.226,80,-77.226,2.147,1,0,0.157,0.361,13.3,1.59,29.02,15.98,5.67,0.758,,,,,,,,,,,,,,
GU_12_CELL_35_4,GU_12,GU_12,coal,coal,12,-168,-76.949,80,-76.949,2.147,1,0,0.152,0.365,13.74,1.63,28.8,16,5.97,0.749,,,,,,,,,,,,,,
GU_12_CELL_35_5,GU_12,GU_12,coal,coal,12,-160,-76.786,80,-76.786,2.147,1,0,0.146,0.37,14.15,1.66,28.59,16.02,6.25,0.739,,,,,,,,,,,,,,
GU_12_CELL_35_6,GU_12,GU_12,coal,coal,12,-152,-76.716,80,-76.716,2.148,1,0,0.137,0.374,14.54,1.7,28.39,16.04,6.51,0.731,,,,,,,,,,,,,,
GU_12_CELL_35_7,GU_12,GU_12,coal,coal,12,-144,-76.742,80,-76.742,2.149,1,0,0.128,0.378,14.9,1.73,28.22,16.06,6.76,0.723,,,,,,,,,,,,,,
GU_12_CELL_35_8,GU_12,GU_12,coal,coal,12,-136,-76.901,80,-76.901,2.151,1,0,0.118,0.381,15.22,1.76,28.06,16.08,6.97,0.716,,,,,,,,,,,,,,
GU_12_CELL_35_9,GU_12,GU_12,coal,coal,12,-128,-70.632,80,-70.632,2.152,1,0,0.108,0.38,15.48,1.78,27.93,15.89,7.15,0.711,,,,,,,,,,,,,,
GU_12_CELL_35_10,GU_12,GU_12,coal,coal,12,-120,-58.829,80,-58.829,2.154,1,0,0.099,0.376,15.7,1.8,27.82,15.52,7.3,0.706,,,,,,,,,,,,,,
GU_12_CELL_35_11,GU_12,GU_12,coal,coal,12,-112,-53.022,80,-53.022,2.108,1,0,0.092,0.374,15.86,1.81,27.74,15.35,7.41,0.703,,,,,,,,,,,,,,
GU_12_CELL_35_12,GU_12,GU_12,coal,coal,12,-104,-52,80,-52,1.922,1,0,0.085,0.375,15.96,1.82,27.69,15.32,7.47,0.7,,,,,,,,,,,,,,
GU_12_CELL_35_13,GU_12,GU_12,coal,coal,12,-96,-52.228,80,-52.228,1.615,1,0,0.082,0.361,17.69,1.82,26.85,14.35,7.69,0.643,,,,,,,,,,,,,,
GU_12_CELL_35_14,GU_12,GU_12,coal,coal,12,-88,-53.131,80,-53.131,1.269,1,0,0.08,0.342,19.98,1.82,25.73,13.04,7.93,0.567,,,,,,,,,,,,,,
GU_12_CELL_35_15,GU_12,GU_12,coal,coal,12,-80,-56.244,80,-56.244,0.978,1,0,0.081,0.326,21.85,1.81,24.83,12.01,8.09,0.504,,,,,,,,,,,,,,
GU_12_CELL_35_16,GU_12,GU_12,coal,coal,12,-72,-62.64,80,-62.64,0.806,1,0,0.084,0.318,22.85,1.8,24.34,11.55,8.13,0.469,,,,,,,,,,,,,,
GU_12_CELL_35_17,GU_12,GU_12,coal,coal,12,-64,-71.481,80,-71.481,0.778,1,0,0.09,0.319,22.84,1.78,24.35,11.71,8.01,0.467,,,,,,,,,,,,,,
GU_12_CELL_35_18,GU_12,GU_12,coal,coal,12,-56,-79.55,80,-79.55,0.904,1,0,0.097,0.328,21.74,1.75,24.89,12.43,7.74,0.501,,,,,,,,,,,,,,
GU_12_CELL_35_19,GU_12,GU_12,coal,coal,12,-48,-82.449,80,-82.449,1.186,1,0,0.106,0.343,19.55,1.73,25.96,13.6,7.33,0.57,,,,,,,,,,,,,,
GU_12_CELL_35_20,GU_12,GU_12,coal,coal,12,-40,-84.079,80,-84.079,1.579,1,0,0.115,0.362,16.57,1.7,27.41,15.14,6.8,0.665,,,,,,,,,,,,,,
GU_12_CELL_35_21,GU_12,GU_12,coal,coal,12,-32,-85.677,80,-85.677,1.953,1,0,0.125,0.375,14.26,1.66,28.54,16.28,6.32,0.737,,,,,,,,,,,,,,
GU_12_CELL_35_22,GU_12,GU_12,coal,coal,12,-24,-86.893,80,-86.893,2.127,1,0,0.135,0.371,13.85,1.62,28.75,16.29,6.04,0.746,,,,,,,,,,,,,,
