interval_id,borehole_id,depth_from,depth_to,lithology,grade,attribute_name,attribute_value,sample_id
ZK29_INT_012,ZK29,56,58,mud,,lithology,mud,ZK29_INT_012
ZK29_INT_013,ZK29,58,64,mud,,lithology,mud,ZK29_INT_013
ZK29_INT_014,ZK29,64,70,silt,,lithology,silt,ZK29_INT_014
ZK29_INT_015,ZK29,70,74,sand_f,,lithology,sand_f,ZK29_INT_015
ZK29_INT_016,ZK29,74,90,sand_c,,lithology,sand_c,ZK29_INT_016
ZK29_INT_017,ZK29,90,98,mud,,lithology,mud,ZK29_INT_017
ZK29_INT_018,ZK29,98,104,coal,,lithology,coal,ZK29_INT_018
ZK29_INT_019,ZK29,104,108,mud,,lithology,mud,ZK29_INT_019
ZK29_INT_020,ZK29,108,116,mud,,lithology,mud,ZK29_INT_020
ZK29_INT_021,ZK29,116,120,silt,,lithology,silt,ZK29_INT_021
ZK29_INT_022,ZK29,120,122,sand_f,,lithology,sand_f,ZK29_INT_022
ZK29_INT_023,ZK29,122,126,sand_c,,lithology,sand_c,ZK29_INT_023
ZK30_INT_001,ZK30,4,18,overburden,,lithology,overburden,ZK30_INT_001
ZK30_INT_002,ZK30,18,24,mud,,lithology,mud,ZK30_INT_002
ZK30_INT_003,ZK30,24,28,coal,,lithology,coal,ZK30_INT_003
ZK30_INT_004,ZK30,28,32,mud,,lithology,mud,ZK30_INT_004
ZK30_INT_005,ZK30,32,40,mud,,lithology,mud,ZK30_INT_005
ZK30_INT_006,ZK30,40,46,silt,,lithology,silt,ZK30_INT_006
ZK30_INT_007,ZK30,46,52,sand_f,,lithology,sand_f,ZK30_INT_007
ZK30_INT_008,ZK30,52,74,sand_c,,lithology,sand_c,ZK30_INT_008
ZK30_INT_009,ZK30,74,76,lime,,lithology,lime,ZK30_INT_009
ZK30_INT_010,ZK30,76,80,mud,,lithology,mud,ZK30_INT_010
ZK30_INT_011,ZK30,80,82,coal,,lithology,coal,ZK30_INT_011
ZK30_INT_012,ZK30,82,84,coal,,lithology,coal,ZK30_INT_012
ZK30_INT_013,ZK30,84,86,mud,,lithology,mud,ZK30_INT_013
ZK30_INT_014,ZK30,86,94,mud,,lithology,mud,ZK30_INT_014
ZK30_INT_015,ZK30,94,96,silt,,lithology,silt,ZK30_INT_015
ZK30_INT_016,ZK30,96,98,sand_f,,lithology,sand_f,ZK30_INT_016
ZK30_INT_017,ZK30,98,100,sand_c,,lithology,sand_c,ZK30_INT_017
ZK30_INT_018,ZK30,100,110,mud,,lithology,mud,ZK30_INT_018
ZK30_INT_019,ZK30,110,112,mud,,lithology,mud,ZK30_INT_019
ZK30_INT_020,ZK30,112,124,mud,,lithology,mud,ZK30_INT_020
ZK30_INT_021,ZK30,124,128,silt,,lithology,silt,ZK30_INT_021
ZK30_INT_022,ZK30,128,130,sand_f,,lithology,sand_f,ZK30_INT_022
ZK30_INT_023,ZK30,130,132,sand_c,,lithology,sand_c,ZK30_INT_023
ZK30_FAULT_001,ZK30,0,0,fault_zone,,faultIntersection,normal,ZK30_FAULT_001
ZK31_INT_001,ZK31,2,18,overburden,,lithology,overburden,ZK31_INT_001
ZK31_INT_002,ZK31,18,24,mud,,lithology,mud,ZK31_INT_002
ZK31_INT_003,ZK31,24,28,coal,,lithology,coal,ZK31_INT_003
ZK31_INT_004,ZK31,28,32,mud,,lithology,mud,ZK31_INT_004
ZK31_INT_005,ZK31,32,40,mud,,lithology,mud,ZK31_INT_005
ZK31_INT_006,ZK31,40,44,silt,,lithology,silt,ZK31_INT_006
ZK31_INT_007,ZK31,44,50,sand_f,,lithology,sand_f,ZK31_INT_007
ZK31_INT_008,ZK31,50,74,sand_c,,lithology,sand_c,ZK31_INT_008
ZK31_INT_009,ZK31,74,80,mud,,lithology,mud,ZK31_INT_009
ZK31_INT_010,ZK31,80,82,coal,,lithology,coal,ZK31_INT_010
ZK31_INT_011,ZK31,82,84,coal,,lithology,coal,ZK31_INT_011
ZK31_INT_012,ZK31,84,86,mud,,lithology,mud,ZK31_INT_012
ZK31_INT_013,ZK31,86,94,mud,,lithology,mud,ZK31_INT_013
ZK31_INT_014,ZK31,94,98,silt,,lithology,silt,ZK31_INT_014
ZK31_INT_015,ZK31,98,102,sand_f,,lithology,sand_f,ZK31_INT_015
ZK31_INT_016,ZK31,102,116,sand_c,,lithology,sand_c,ZK31_INT_016
ZK31_INT_017,ZK31,116,124,mud,,lithology,mud,ZK31_INT_017
ZK31_INT_018,ZK31,124,126,coal,,lithology,coal,ZK31_INT_018
ZK31_INT_019,ZK31,126,128,mud,,lithology,mud,ZK31_INT_019
ZK31_INT_020,ZK31,128,142,mud,,lithology,mud,ZK31_INT_020
ZK31_INT_021,ZK31,142,144,silt,,lithology,silt,ZK31_INT_021
ZK31_INT_022,ZK31,144,146,sand_f,,lithology,sand_f,ZK31_INT_022
ZK31_INT_023,ZK31,146,148,sand_c,,lithology,sand_c,ZK31_INT_023
ZK32_INT_001,ZK32,4,16,overburden,,lithology,overburden,ZK32_INT_001
ZK32_INT_002,ZK32,16,22,mud,,lithology,mud,ZK32_INT_002
ZK32_INT_003,ZK32,22,26,coal,,lithology,coal,ZK32_INT_003
ZK32_INT_004,ZK32,26,30,mud,,lithology,mud,ZK32_INT_004
ZK32_INT_005,ZK32,30,40,mud,,lithology,mud,ZK32_INT_005
ZK32_INT_006,ZK32,40,44,silt,,lithology,silt,ZK32_INT_006
ZK32_INT_007,ZK32,44,50,sand_f,,lithology,sand_f,ZK32_INT_007
ZK32_INT_008,ZK32,50,72,sand_c,,lithology,sand_c,ZK32_INT_008
ZK32_INT_009,ZK32,72,78,mud,,lithology,mud,ZK32_INT_009
ZK32_INT_010,ZK32,78,80,coal,,lithology,coal,ZK32_INT_010
ZK32_INT_011,ZK32,80,82,coal,,lithology,coal,ZK32_INT_011
ZK32_INT_012,ZK32,82,86,mud,,lithology,mud,ZK32_INT_012
ZK32_INT_013,ZK32,86,92,mud,,lithology,mud,ZK32_INT_013
ZK32_INT_014,ZK32,92,96,silt,,lithology,silt,ZK32_INT_014
ZK32_INT_015,ZK32,96,102,sand_f,,lithology,sand_f,ZK32_INT_015
ZK32_INT_016,ZK32,102,114,sand_c,,lithology,sand_c,ZK32_INT_016
ZK32_INT_017,ZK32,114,122,mud,,lithology,mud,ZK32_INT_017
ZK32_INT_018,ZK32,122,126,coal,,lithology,coal,ZK32_INT_018
ZK32_INT_019,ZK32,126,130,mud,,lithology,mud,ZK32_INT_019
ZK32_INT_020,ZK32,130,140,mud,,lithology,mud,ZK32_INT_020
ZK32_INT_021,ZK32,140,148,silt,,lithology,silt,ZK32_INT_021
ZK32_INT_022,ZK32,148,156,sand_f,,lithology,sand_f,ZK32_INT_022
ZK32_INT_023,ZK32,156,178,sand_c,,lithology,sand_c,ZK32_INT_023
ZK33_INT_001,ZK33,4,16,overburden,,lithology,overburden,ZK33_INT_001
ZK33_INT_002,ZK33,16,22,mud,,lithology,mud,ZK33_INT_002
ZK33_INT_003,ZK33,22,28,coal,,lithology,coal,ZK33_INT_003
ZK33_INT_004,ZK33,28,30,mud,,lithology,mud,ZK33_INT_004
ZK33_INT_005,ZK33,30,40,mud,,lithology,mud,ZK33_INT_005
ZK33_INT_006,ZK33,40,44,silt,,lithology,silt,ZK33_INT_006
ZK33_INT_007,ZK33,44,52,sand_f,,lithology,sand_f,ZK33_INT_007
ZK33_INT_008,ZK33,52,72,sand_c,,lithology,sand_c,ZK33_INT_008
ZK33_INT_009,ZK33,72,74,lime,,lithology,lime,ZK33_INT_009
ZK33_INT_010,ZK33,74,80,mud,,lithology,mud,ZK33_INT_010
ZK33_INT_011,ZK33,80,82,coal,,lithology,coal,ZK33_INT_011
ZK33_INT_012,ZK33,82,84,coal,,lithology,coal,ZK33_INT_012
ZK33_INT_013,ZK33,84,86,mud,,lithology,mud,ZK33_INT_013
ZK33_INT_014,ZK33,86,94,mud,,lithology,mud,ZK33_INT_014
ZK33_INT_015,ZK33,94,96,silt,,lithology,silt,ZK33_INT_015
ZK33_INT_016,ZK33,96,98,sand_f,,lithology,sand_f,ZK33_INT_016
ZK33_INT_017,ZK33,98,100,sand_c,,lithology,sand_c,ZK33_INT_017
ZK33_INT_018,ZK33,100,110,mud,,lithology,mud,ZK33_INT_018
ZK33_INT_019,ZK33,110,114,mud,,lithology,mud,ZK33_INT_019
ZK33_INT_020,ZK33,114,126,mud,,lithology,mud,ZK33_INT_020
ZK33_INT_021,ZK33,126,130,silt,,lithology,silt,ZK33_INT_021
ZK33_INT_022,ZK33,130,132,sand_f,,lithology,sand_f,ZK33_INT_022
ZK33_INT_023,ZK33,132,134,sand_c,,lithology,sand_c,ZK33_INT_023
ZK34_INT_001,ZK34,4,18,overburden,,lithology,overburden,ZK34_INT_001
ZK34_INT_002,ZK34,18,24,mud,,lithology,mud,ZK34_INT_002
ZK34_INT_003,ZK34,24,26,coal,,lithology,coal,ZK34_INT_003
ZK34_INT_004,ZK34,26,30,mud,,lithology,mud,ZK34_INT_004
ZK34_INT_005,ZK34,30,38,mud,,lithology,mud,ZK34_INT_005
ZK34_INT_006,ZK34,38,44,silt,,lithology,silt,ZK34_INT_006
ZK34_INT_007,ZK34,44,50,sand_f,,lithology,sand_f,ZK34_INT_007
ZK34_INT_008,ZK34,50,70,sand_c,,lithology,sand_c,ZK34_INT_008
ZK34_INT_009,ZK34,70,76,mud,,lithology,mud,ZK34_INT_009
ZK34_INT_010,ZK34,76,78,coal,,lithology,coal,ZK34_INT_010
ZK34_INT_011,ZK34,78,80,coal,,lithology,coal,ZK34_INT_011
ZK34_INT_012,ZK34,80,82,mud,,lithology,mud,ZK34_INT_012
ZK34_INT_013,ZK34,82,90,mud,,lithology,mud,ZK34_INT_013
ZK34_INT_014,ZK34,90,92,silt,,lithology,silt,ZK34_INT_014
ZK34_INT_015,ZK34,92,94,sand_f,,lithology,sand_f,ZK34_INT_015
ZK34_INT_016,ZK34,94,98,sand_c,,lithology,sand_c,ZK34_INT_016
ZK34_INT_017,ZK34,98,108,mud,,lithology,mud,ZK34_INT_017
ZK34_INT_018,ZK34,108,112,coal,,lithology,coal,ZK34_INT_018
ZK34_INT_019,ZK34,112,116,mud,,lithology,mud,ZK34_INT_019
ZK34_INT_020,ZK34,116,130,mud,,lithology,mud,ZK34_INT_020
ZK34_INT_021,ZK34,130,132,silt,,lithology,silt,ZK34_INT_021
ZK34_INT_022,ZK34,132,134,sand_f,,lithology,sand_f,ZK34_INT_022
ZK34_INT_023,ZK34,134,138,sand_c,,lithology,sand_c,ZK34_INT_023
ZK34_FAULT_001,ZK34,40,40,fault_zone,,faultIntersection,normal,ZK34_FAULT_001
ZK35_INT_001,ZK35,4,16,overburden,,lithology,overburden,ZK35_INT_001
ZK35_INT_002,ZK35,16,22,mud,,lithology,mud,ZK35_INT_002
ZK35_INT_003,ZK35,22,28,coal,,lithology,coal,ZK35_INT_003
ZK35_INT_004,ZK35,28,30,mud,,lithology,mud,ZK35_INT_004
ZK35_INT_005,ZK35,30,40,mud,,lithology,mud,ZK35_INT_005
ZK35_INT_006,ZK35,40,44,silt,,lithology,silt,ZK35_INT_006
ZK35_INT_007,ZK35,44,46,sand_c,,lithology,sand_c,ZK35_INT_007
ZK35_INT_008,ZK35,46,48,lime,,lithology,lime,ZK35_INT_008
ZK35_INT_009,ZK35,48,54,mud,,lithology,mud,ZK35_INT_009
ZK35_INT_010,ZK35,54,56,coal,,lithology,coal,ZK35_INT_010
ZK35_INT_011,ZK35,56,58,coal,,lithology,coal,ZK35_INT_011
ZK35_INT_012,ZK35,58,60,mud,,lithology,mud,ZK35_INT_012
ZK35_INT_013,ZK35,60,68,mud,,lithology,mud,ZK35_INT_013
ZK35_INT_014,ZK35,68,70,silt,,lithology,silt,ZK35_INT_014
ZK35_INT_015,ZK35,70,72,sand_f,,lithology,sand_f,ZK35_INT_015
ZK35_INT_016,ZK35,72,74,sand_c,,lithology,sand_c,ZK35_INT_016
ZK35_INT_017,ZK35,74,82,mud,,lithology,mud,ZK35_INT_017
ZK35_INT_018,ZK35,82,88,coal,,lithology,coal,ZK35_INT_018
ZK35_INT_019,ZK35,88,92,mud,,lithology,mud,ZK35_INT_019
ZK35_INT_020,ZK35,92,102,mud,,lithology,mud,ZK35_INT_020
ZK35_INT_021,ZK35,102,110,silt,,lithology,silt,ZK35_INT_021
ZK35_INT_022,ZK35,110,116,sand_f,,lithology,sand_f,ZK35_INT_022
ZK35_INT_023,ZK35,116,140,sand_c,,lithology,sand_c,ZK35_INT_023
ZK36_INT_001,ZK36,4,18,overburden,,lithology,overburden,ZK36_INT_001
ZK36_INT_002,ZK36,18,24,mud,,lithology,mud,ZK36_INT_002
ZK36_INT_003,ZK36,24,28,coal,,lithology,coal,ZK36_INT_003
ZK36_INT_004,ZK36,28,32,mud,,lithology,mud,ZK36_INT_004
ZK36_INT_005,ZK36,32,40,mud,,lithology,mud,ZK36_INT_005
ZK36_INT_006,ZK36,40,42,silt,,lithology,silt,ZK36_INT_006
ZK36_INT_007,ZK36,42,44,sand_f,,lithology,sand_f,ZK36_INT_007
ZK36_INT_008,ZK36,44,48,sand_c,,lithology,sand_c,ZK36_INT_008
ZK36_INT_009,ZK36,48,50,lime,,lithology,lime,ZK36_INT_009
ZK36_INT_010,ZK36,50,54,mud,,lithology,mud,ZK36_INT_010
ZK36_INT_011,ZK36,54,56,coal,,lithology,coal,ZK36_INT_011
ZK36_INT_012,ZK36,56,58,coal,,lithology,coal,ZK36_INT_012
ZK36_INT_013,ZK36,58,60,mud,,lithology,mud,ZK36_INT_013
ZK36_INT_014,ZK36,60,68,mud,,lithology,mud,ZK36_INT_014
ZK36_INT_015,ZK36,68,70,silt,,lithology,silt,ZK36_INT_015
ZK36_INT_016,ZK36,70,72,sand_f,,lithology,sand_f,ZK36_INT_016
ZK36_INT_017,ZK36,72,74,sand_c,,lithology,sand_c,ZK36_INT_017
ZK36_INT_018,ZK36,74,82,mud,,lithology,mud,ZK36_INT_018
ZK36_INT_019,ZK36,82,86,coal,,lithology,coal,ZK36_INT_019
ZK36_INT_020,ZK36,86,90,mud,,lithology,mud,ZK36_INT_020
ZK36_INT_021,ZK36,90,100,mud,,lithology,mud,ZK36_INT_021
ZK36_INT_022,ZK36,100,104,silt,,lithology,silt,ZK36_INT_022
ZK36_INT_023,ZK36,104,106,sand_f,,lithology,sand_f,ZK36_INT_023
ZK36_INT_024,ZK36,106,110,sand_c,,lithology,sand_c,ZK36_INT_024
ZK37_INT_001,ZK37,4,18,overburden,,lithology,overburden,ZK37_INT_001
ZK37_INT_002,ZK37,18,22,mud,,lithology,mud,ZK37_INT_002
ZK37_INT_003,ZK37,22,28,coal,,lithology,coal,ZK37_INT_003
ZK37_INT_004,ZK37,28,30,mud,,lithology,mud,ZK37_INT_004
ZK37_INT_005,ZK37,30,38,mud,,lithology,mud,ZK37_INT_005
ZK37_INT_006,ZK37,38,44,silt,,lithology,silt,ZK37_INT_006
ZK37_INT_007,ZK37,44,50,sand_f,,lithology,sand_f,ZK37_INT_007
ZK37_INT_008,ZK37,50,72,sand_c,,lithology,sand_c,ZK37_INT_008
ZK37_INT_009,ZK37,72,74,lime,,lithology,lime,ZK37_INT_009
ZK37_INT_010,ZK37,74,80,mud,,lithology,mud,ZK37_INT_010
ZK37_INT_011,ZK37,80,82,coal,,lithology,coal,ZK37_INT_011
ZK37_INT_012,ZK37,82,84,coal,,lithology,coal,ZK37_INT_012
ZK37_INT_013,ZK37,84,86,mud,,lithology,mud,ZK37_INT_013
ZK37_INT_014,ZK37,86,92,mud,,lithology,mud,ZK37_INT_014
ZK37_INT_015,ZK37,92,98,silt,,lithology,silt,ZK37_INT_015
ZK37_INT_016,ZK37,98,102,sand_f,,lithology,sand_f,ZK37_INT_016
ZK37_INT_017,ZK37,102,120,sand_c,,lithology,sand_c,ZK37_INT_017
ZK37_INT_018,ZK37,120,128,mud,,lithology,mud,ZK37_INT_018
ZK37_INT_019,ZK37,128,132,coal,,lithology,coal,ZK37_INT_019
ZK37_INT_020,ZK37,132,136,mud,,lithology,mud,ZK37_INT_020
ZK37_INT_021,ZK37,136,148,mud,,lithology,mud,ZK37_INT_021
ZK37_INT_022,ZK37,148,150,silt,,lithology,silt,ZK37_INT_022
ZK37_INT_023,ZK37,150,152,sand_f,,lithology,sand_f,ZK37_INT_023
ZK37_INT_024,ZK37,152,154,sand_c,,lithology,sand_c,ZK37_INT_024
ZK38_INT_001,ZK38,4,16,overburden,,lithology,overburden,ZK38_INT_001
ZK38_INT_002,ZK38,16,22,mud,,lithology,mud,ZK38_INT_002
ZK38_INT_003,ZK38,22,26,coal,,lithology,coal,ZK38_INT_003
ZK38_INT_004,ZK38,26,30,mud,,lithology,mud,ZK38_INT_004
ZK38_INT_005,ZK38,30,38,mud,,lithology,mud,ZK38_INT_005
ZK38_INT_006,ZK38,38,44,silt,,lithology,silt,ZK38_INT_006
ZK38_INT_007,ZK38,44,50,sand_f,,lithology,sand_f,ZK38_INT_007
ZK38_INT_008,ZK38,50,72,sand_c,,lithology,sand_c,ZK38_INT_008
ZK38_INT_009,ZK38,72,74,lime,,lithology,lime,ZK38_INT_009
ZK38_INT_010,ZK38,74,78,mud,,lithology,mud,ZK38_INT_010
ZK38_INT_011,ZK38,78,82,coal,,lithology,coal,ZK38_INT_011
ZK38_INT_012,ZK38,82,84,coal,,lithology,coal,ZK38_INT_012
ZK38_INT_013,ZK38,84,86,mud,,lithology,mud,ZK38_INT_013
ZK38_INT_014,ZK38,86,94,mud,,lithology,mud,ZK38_INT_014
ZK38_INT_015,ZK38,94,96,silt,,lithology,silt,ZK38_INT_015
ZK38_INT_016,ZK38,96,100,sand_f,,lithology,sand_f,ZK38_INT_016
ZK38_INT_017,ZK38,100,112,sand_c,,lithology,sand_c,ZK38_INT_017
ZK38_INT_018,ZK38,112,120,mud,,lithology,mud,ZK38_INT_018
ZK38_INT_019,ZK38,120,124,coal,,lithology,coal,ZK38_INT_019
ZK38_INT_020,ZK38,124,126,mud,,lithology,mud,ZK38_INT_020
ZK38_INT_021,ZK38,126,136,mud,,lithology,mud,ZK38_INT_021
ZK38_INT_022,ZK38,136,144,silt,,lithology,silt,ZK38_INT_022
ZK38_INT_023,ZK38,144,152,sand_f,,lithology,sand_f,ZK38_INT_023
ZK38_INT_024,ZK38,152,176,sand_c,,lithology,sand_c,ZK38_INT_024
ZK39_INT_001,ZK39,2,18,overburden,,lithology,overburden,ZK39_INT_001
ZK39_INT_002,ZK39,18,24,mud,,lithology,mud,ZK39_INT_002
ZK39_INT_003,ZK39,24,28,coal,,lithology,coal,ZK39_INT_003
ZK39_INT_004,ZK39,28,32,mud,,lithology,mud,ZK39_INT_004
ZK39_INT_005,ZK39,32,42,mud,,lithology,mud,ZK39_INT_005
ZK39_INT_006,ZK39,42,46,silt,,lithology,silt,ZK39_INT_006
ZK39_INT_007,ZK39,46,54,sand_f,,lithology,sand_f,ZK39_INT_007
ZK39_INT_008,ZK39,54,74,sand_c,,lithology,sand_c,ZK39_INT_008
ZK39_INT_009,ZK39,74,76,lime,,lithology,lime,ZK39_INT_009
ZK39_INT_010,ZK39,76,82,mud,,lithology,mud,ZK39_INT_010
ZK39_INT_011,ZK39,82,84,coal,,lithology,coal,ZK39_INT_011
ZK39_INT_012,ZK39,84,86,coal,,lithology,coal,ZK39_INT_012
ZK39_INT_013,ZK39,86,88,mud,,lithology,mud,ZK39_INT_013
ZK39_INT_014,ZK39,88,96,mud,,lithology,mud,ZK39_INT_014
ZK39_INT_015,ZK39,96,100,silt,,lithology,silt,ZK39_INT_015
ZK39_INT_016,ZK39,100,106,sand_f,,lithology,sand_f,ZK39_INT_016
ZK39_INT_017,ZK39,106,122,sand_c,,lithology,sand_c,ZK39_INT_017
ZK39_INT_018,ZK39,122,130,mud,,lithology,mud,ZK39_INT_018
ZK39_INT_019,ZK39,130,136,coal,,lithology,coal,ZK39_INT_019
ZK39_INT_020,ZK39,136,140,mud,,lithology,mud,ZK39_INT_020
ZK39_INT_021,ZK39,140,150,mud,,lithology,mud,ZK39_INT_021
ZK39_INT_022,ZK39,150,154,silt,,lithology,silt,ZK39_INT_022
ZK39_INT_023,ZK39,154,156,sand_f,,lithology,sand_f,ZK39_INT_023
ZK39_INT_024,ZK39,156,162,sand_c,,lithology,sand_c,ZK39_INT_024
ZK40_INT_001,ZK40,4,18,overburden,,lithology,overburden,ZK40_INT_001
ZK40_INT_002,ZK40,18,24,mud,,lithology,mud,ZK40_INT_002
ZK40_INT_003,ZK40,24,30,coal,,lithology,coal,ZK40_INT_003
ZK40_INT_004,ZK40,30,32,mud,,lithology,mud,ZK40_INT_004
ZK40_INT_005,ZK40,32,42,mud,,lithology,mud,ZK40_INT_005
ZK40_INT_006,ZK40,42,46,silt,,lithology,silt,ZK40_INT_006
ZK40_INT_007,ZK40,46,54,sand_f,,lithology,sand_f,ZK40_INT_007
ZK40_INT_008,ZK40,54,76,sand_c,,lithology,sand_c,ZK40_INT_008
ZK40_INT_009,ZK40,76,82,mud,,lithology,mud,ZK40_INT_009
ZK40_INT_010,ZK40,82,84,coal,,lithology,coal,ZK40_INT_010
ZK40_INT_011,ZK40,84,86,coal,,lithology,coal,ZK40_INT_011
ZK40_INT_012,ZK40,86,88,mud,,lithology,mud,ZK40_INT_012
ZK40_INT_013,ZK40,88,96,mud,,lithology,mud,ZK40_INT_013
ZK40_INT_014,ZK40,96,102,silt,,lithology,silt,ZK40_INT_014
ZK40_INT_015,ZK40,102,106,sand_f,,lithology,sand_f,ZK40_INT_015
ZK40_INT_016,ZK40,106,124,sand_c,,lithology,sand_c,ZK40_INT_016
ZK40_INT_017,ZK40,124,130,mud,,lithology,mud,ZK40_INT_017
ZK40_INT_018,ZK40,130,134,coal,,lithology,coal,ZK40_INT_018
ZK40_INT_019,ZK40,134,138,mud,,lithology,mud,ZK40_INT_019
ZK40_INT_020,ZK40,138,148,mud,,lithology,mud,ZK40_INT_020
ZK40_INT_021,ZK40,148,154,silt,,lithology,silt,ZK40_INT_021
ZK40_INT_022,ZK40,154,160,sand_f,,lithology,sand_f,ZK40_INT_022
ZK40_INT_023,ZK40,160,180,sand_c,,lithology,sand_c,ZK40_INT_023
ZK41_INT_001,ZK41,4,16,overburden,,lithology,overburden,ZK41_INT_001
ZK41_INT_002,ZK41,16,24,mud,,lithology,mud,ZK41_INT_002
ZK41_INT_003,ZK41,24,28,coal,,lithology,coal,ZK41_INT_003
ZK41_INT_004,ZK41,28,32,mud,,lithology,mud,ZK41_INT_004
ZK41_INT_005,ZK41,32,40,mud,,lithology,mud,ZK41_INT_005
ZK41_INT_006,ZK41,40,44,silt,,lithology,silt,ZK41_INT_006
ZK41_INT_007,ZK41,44,46,sand_f,,lithology,sand_f,ZK41_INT_007
ZK41_INT_008,ZK41,46,52,sand_c,,lithology,sand_c,ZK41_INT_008
ZK41_INT_009,ZK41,52,54,lime,,lithology,lime,ZK41_INT_009
ZK41_INT_010,ZK41,54,60,mud,,lithology,mud,ZK41_INT_010
ZK41_INT_011,ZK41,60,62,coal,,lithology,coal,ZK41_INT_011
ZK41_INT_012,ZK41,62,64,coal,,lithology,coal,ZK41_INT_012
ZK41_INT_013,ZK41,64,66,mud,,lithology,mud,ZK41_INT_013
ZK41_INT_014,ZK41,66,74,mud,,lithology,mud,ZK41_INT_014
ZK41_INT_015,ZK41,74,78,silt,,lithology,silt,ZK41_INT_015
ZK41_INT_016,ZK41,78,82,sand_f,,lithology,sand_f,ZK41_INT_016
ZK41_INT_017,ZK41,82,96,sand_c,,lithology,sand_c,ZK41_INT_017
ZK41_INT_018,ZK41,96,104,mud,,lithology,mud,ZK41_INT_018
ZK41_INT_019,ZK41,104,108,mud,,lithology,mud,ZK41_INT_019
ZK41_INT_020,ZK41,108,118,mud,,lithology,mud,ZK41_INT_020
ZK41_INT_021,ZK41,118,122,silt,,lithology,silt,ZK41_INT_021
ZK41_INT_022,ZK41,122,124,sand_f,,lithology,sand_f,ZK41_INT_022
ZK41_INT_023,ZK41,124,128,sand_c,,lithology,sand_c,ZK41_INT_023
ZK42_INT_001,ZK42,4,18,overburden,,lithology,overburden,ZK42_INT_001
ZK42_INT_002,ZK42,18,22,mud,,lithology,mud,ZK42_INT_002
ZK42_INT_003,ZK42,22,28,coal,,lithology,coal,ZK42_INT_003
ZK42_INT_004,ZK42,28,30,mud,,lithology,mud,ZK42_INT_004
ZK42_INT_005,ZK42,30,40,mud,,lithology,mud,ZK42_INT_005
ZK42_INT_006,ZK42,40,44,silt,,lithology,silt,ZK42_INT_006
ZK42_INT_007,ZK42,44,48,sand_f,,lithology,sand_f,ZK42_INT_007
ZK42_INT_008,ZK42,48,62,sand_c,,lithology,sand_c,ZK42_INT_008
ZK42_INT_009,ZK42,62,64,lime,,lithology,lime,ZK42_INT_009
ZK42_INT_010,ZK42,64,68,mud,,lithology,mud,ZK42_INT_010
ZK42_INT_011,ZK42,68,70,coal,,lithology,coal,ZK42_INT_011
ZK42_INT_012,ZK42,70,72,mud,,lithology,mud,ZK42_INT_012
ZK42_INT_013,ZK42,72,80,mud,,lithology,mud,ZK42_INT_013
ZK42_INT_014,ZK42,80,82,silt,,lithology,silt,ZK42_INT_014
ZK42_INT_015,ZK42,82,84,sand_f,,lithology,sand_f,ZK42_INT_015
ZK42_INT_016,ZK42,84,90,sand_c,,lithology,sand_c,ZK42_INT_016
ZK42_INT_017,ZK42,90,98,mud,,lithology,mud,ZK42_INT_017
ZK42_INT_018,ZK42,98,104,coal,,lithology,coal,ZK42_INT_018
ZK42_INT_019,ZK42,104,108,mud,,lithology,mud,ZK42_INT_019
ZK42_INT_020,ZK42,108,118,mud,,lithology,mud,ZK42_INT_020
ZK42_INT_021,ZK42,118,120,silt,,lithology,silt,ZK42_INT_021
ZK42_INT_022,ZK42,120,122,sand_f,,lithology,sand_f,ZK42_INT_022
ZK42_INT_023,ZK42,122,126,sand_c,,lithology,sand_c,ZK42_INT_023
ZK43_INT_001,ZK43,4,18,overburden,,lithology,overburden,ZK43_INT_001
ZK43_INT_002,ZK43,18,24,mud,,lithology,mud,ZK43_INT_002
ZK43_INT_003,ZK43,24,28,coal,,lithology,coal,ZK43_INT_003
ZK43_INT_004,ZK43,28,32,mud,,lithology,mud,ZK43_INT_004
ZK43_INT_005,ZK43,32,38,mud,,lithology,mud,ZK43_INT_005
ZK43_INT_006,ZK43,38,44,silt,,lithology,silt,ZK43_INT_006
ZK43_INT_007,ZK43,44,50,sand_f,,lithology,sand_f,ZK43_INT_007
ZK43_INT_008,ZK43,50,72,sand_c,,lithology,sand_c,ZK43_INT_008
ZK43_INT_009,ZK43,72,78,mud,,lithology,mud,ZK43_INT_009
ZK43_INT_010,ZK43,78,80,coal,,lithology,coal,ZK43_INT_010
ZK43_INT_011,ZK43,80,82,coal,,lithology,coal,ZK43_INT_011
ZK43_INT_012,ZK43,82,86,mud,,lithology,mud,ZK43_INT_012
ZK43_INT_013,ZK43,86,92,mud,,lithology,mud,ZK43_INT_013
ZK43_INT_014,ZK43,92,96,silt,,lithology,silt,ZK43_INT_014
ZK43_INT_015,ZK43,96,100,sand_f,,lithology,sand_f,ZK43_INT_015
ZK43_INT_016,ZK43,100,114,sand_c,,lithology,sand_c,ZK43_INT_016
ZK43_INT_017,ZK43,114,124,mud,,lithology,mud,ZK43_INT_017
ZK43_INT_018,ZK43,124,126,coal,,lithology,coal,ZK43_INT_018
ZK43_INT_019,ZK43,126,128,mud,,lithology,mud,ZK43_INT_019
ZK43_INT_020,ZK43,128,140,mud,,lithology,mud,ZK43_INT_020
ZK43_INT_021,ZK43,140,144,silt,,lithology,silt,ZK43_INT_021
ZK43_INT_022,ZK43,144,146,sand_f,,lithology,sand_f,ZK43_INT_022
